GDP,CPI,TAMIT,RS,HS,PPI,MTIS,U,MS,PI
1531.48,-0.15,1000.2,454.13,1.06,-0.41,1341.69,6.52,951.77,259.08
1610.63,-0.18,1000.19,446.49,1.07,-0.43,1368.73,7.35,985.73,266.72
1635.65,-0.2,1000.16,449.59,0.95,-0.43,1346.66,6.61,957.3,255.75
1711.22,-0.29,1000.15,470.32,0.96,-0.48,1344.82,6.16,949.87,269.79
1695.76,-0.39,1000.11,479.68,1.01,-0.52,1395.81,6.41,947.28,279.7
1642.95,-0.27,1000.03,456.22,1.13,-0.44,1419.94,7.58,907.43,264.04
1607.73,-0.23,999.99,450.83,1.31,-0.46,1330.6,7.4,911.29,275.08
1666.92,-0.21,999.99,464.36,1.21,-0.51,1311.1,6.78,891.2,268.38
1586.4,-0.18,999.98,455.52,1.29,-0.56,1280.96,6.68,865.35,259.37
1590.38,-0.2,999.97,461.9,1.37,-0.51,1302.78,7.54,902.79,275.03
1594.87,-0.27,999.94,471.08,1.39,-0.55,1323.66,7.3,913.94,273.49
1622.82,-0.15,999.9,402.14,1.3,-0.43,1420.71,7.23,893.62,283.37
1606.67,-0.16,999.93,386.41,1.31,-0.37,1411.04,6.75,914.36,305.34
1590.6,-0.2,999.92,419.47,1.13,-0.32,1282.27,6.83,914.38,282.19
1635.63,-0.27,999.93,432.04,1.03,-0.26,1308.71,7.09,928.49,280.45
1653.98,-0.29,999.91,414.26,0.99,-0.23,1322.7,6.62,938.09,307.95
1645.69,-0.23,999.87,437.65,0.96,-0.37,1365.41,6.35,964.27,324.21
1655.41,-0.23,999.85,419.84,0.85,-0.25,1307.11,5.76,955.75,316.41
1646.28,-0.25,999.83,426.06,0.85,-0.32,1276.45,5.17,932.48,319.3
1639.61,-0.29,999.79,439.63,0.94,-0.42,1307.54,5.1,969.27,305.75
1648.77,-0.3,999.77,435.95,0.69,-0.45,1297.4,4.99,938.94,304.01
1576.67,-0.26,999.89,421.34,0.8,-0.43,1399.78,5.24,940.41,269.67
1627.47,-0.24,999.89,408.72,0.85,-0.4,1370.63,5.63,935.82,285.35
1623.04,-0.27,999.87,434.36,0.81,-0.35,1272.44,4.71,985.46,272.26
1595.47,-0.23,999.79,440.46,0.85,-0.34,1229.94,4.24,968.5,240.51
1510.73,-0.25,999.76,420.48,0.85,-0.31,1171.68,4.03,947.93,224.28
1533.27,-0.2,999.73,411.33,0.8,-0.33,1228.77,4.4,899.85,235.44
1546.82,-0.19,999.71,417.29,0.72,-0.38,1228.81,4.49,910.28,239.77
1596.33,-0.15,999.71,431.18,0.81,-0.39,1195.97,4.48,888.78,239.08
1558.04,-0.15,999.72,410.69,0.92,-0.42,1225.78,3.78,916.19,235.5
1595.52,-0.21,999.71,388.14,1.05,-0.53,1290.19,4.36,874.05,241.49
1640.41,-0.16,999.69,357.3,1.14,-0.51,1266.01,4.37,897.67,227.98
1785.4,-0.16,999.7,368.6,1.36,-0.51,1293.29,5.55,887.33,234.52
1834.42,-0.11,999.69,375.43,1.37,-0.39,1307.03,5.6,911.37,226.52
1786.16,-0.11,999.68,390.81,1.23,-0.38,1333.89,4.94,964.87,238.2
1755.82,-0.18,999.68,370.97,1.35,-0.36,1377.62,4.07,940.83,237.89
1848.2,-0.13,999.64,377.17,1.31,-0.33,1405.93,4.42,918.36,243.63
1729.9,-0.05,999.63,393.62,1.2,-0.35,1401.34,3.7,902.63,246.49
1757.65,-0.1,999.61,387.88,1.24,-0.37,1404.49,3.89,906.66,249.66
1744.92,-0.15,999.6,396.06,1.24,-0.43,1316.31,4.11,914.86,260.64
1780.53,-0.11,999.58,393.02,1.37,-0.31,1323.49,4.91,884.6,250.74
1769.37,-0.12,999.56,402.05,1.45,-0.35,1298.72,4.65,910.46,257.3
1798.31,-0.14,999.55,401.32,1.31,-0.32,1297.16,5.18,946.28,255.98
1718.07,-0.17,999.55,394.5,1.22,-0.34,1296.28,5.0,990.03,238.41
1600.15,-0.12,999.55,384.61,1.09,-0.33,1377.14,5.65,1001.51,227.08
1555.27,-0.07,999.55,383.62,1.06,-0.39,1302.19,5.86,1056.76,251.54
1552.99,-0.09,999.55,376.75,0.97,-0.45,1284.5,5.67,1063.19,246.32
1492.95,-0.08,999.56,359.61,1.06,-0.53,1206.19,6.04,1017.09,249.69
1562.42,-0.05,999.57,358.8,1.09,-0.55,1194.17,5.91,1017.09,257.19
1548.78,-0.12,999.58,338.31,0.82,-0.48,1212.91,5.86,990.87,256.89
1489.47,-0.05,999.71,349.11,0.68,-0.48,1197.37,5.7,988.68,260.91
1559.8,0.01,999.77,378.15,0.88,-0.5,1169.15,5.41,981.22,263.67
1563.95,0.09,999.89,369.84,0.76,-0.47,1067.08,5.17,988.94,239.83
1651.87,0.08,999.9,360.51,0.75,-0.41,1128.04,5.16,999.32,232.61
1623.28,0.1,999.91,379.05,0.69,-0.46,1068.56,6.22,1000.86,234.55
1635.34,0.03,999.87,379.31,0.74,-0.45,1121.18,6.53,964.8,244.86
1659.92,-0.05,999.87,389.04,0.82,-0.43,1156.83,6.67,946.27,251.12
1615.14,-0.05,999.89,371.02,0.98,-0.44,1219.97,6.58,941.41,241.74
1624.22,-0.03,999.94,386.54,0.96,-0.45,1218.05,6.03,964.65,240.1
1651.84,-0.05,999.94,419.84,0.98,-0.39,1176.73,5.73,950.78,223.54
1691.42,-0.03,999.94,433.69,1.05,-0.47,1248.23,5.55,990.27,231.23
1731.43,-0.01,999.95,441.74,1.02,-0.48,1260.39,5.09,966.54,236.87
1598.98,-0.08,999.95,445.9,1.09,-0.49,1258.34,5.52,1015.1,235.27
1618.21,-0.08,999.96,462.03,1.06,-0.46,1221.5,5.66,1042.96,248.21
1600.09,0.03,999.96,475.26,1.12,-0.38,1218.72,5.95,1013.3,255.69
1626.77,-0.07,999.96,462.92,1.03,-0.39,1239.83,5.71,1034.46,255.26
1555.75,0.04,999.97,472.84,1.08,-0.37,1260.57,6.1,1004.56,263.59
1588.66,-0.01,999.97,472.18,1.08,-0.42,1305.37,5.46,1055.52,266.64
1512.53,0.06,999.96,439.69,1.19,-0.38,1310.65,5.41,1025.13,255.55
1516.29,0.03,999.99,477.59,1.16,-0.35,1288.2,5.2,1050.87,245.52
1589.94,-0.01,1000.0,494.36,1.3,-0.36,1308.86,5.1,1036.51,260.77
1615.36,-0.05,1000.03,473.58,1.17,-0.39,1226.01,5.24,1015.01,256.53
1642.52,-0.04,1000.04,449.98,1.14,-0.43,1204.39,5.34,995.35,267.42
1666.6,-0.04,1000.05,463.48,1.22,-0.38,1194.52,6.25,976.82,267.84
1640.14,-0.1,1000.02,458.68,1.24,-0.37,1217.29,5.81,971.99,291.87
1563.96,-0.02,1000.01,459.92,1.2,-0.38,1232.26,6.47,965.35,302.67
1602.49,0.09,1000.0,489.09,1.18,-0.44,1188.41,6.53,959.8,265.46
1594.51,0.08,1000.0,488.73,1.07,-0.38,1184.9,6.48,1009.52,250.95
1646.97,0.0,1000.02,520.91,1.03,-0.43,1189.47,6.39,1016.48,242.05
1629.32,-0.02,1000.03,528.04,1.04,-0.51,1144.22,5.97,1041.08,254.74
1620.01,-0.13,1000.02,502.89,1.11,-0.48,1176.24,6.74,1007.68,278.14
1625.4,-0.2,1000.01,500.2,1.07,-0.5,1186.48,6.56,962.38,281.97
1667.9,-0.15,999.99,499.72,1.05,-0.54,1176.59,5.43,939.1,273.02
1714.04,-0.22,999.94,519.12,1.22,-0.53,1210.5,5.4,946.41,267.68
1744.15,-0.28,999.95,536.62,0.97,-0.58,1186.37,4.93,949.92,255.58
1703.85,-0.37,999.99,518.2,0.94,-0.63,1177.04,5.68,972.63,259.25
1723.24,-0.27,999.9,477.74,0.98,-0.66,1222.66,5.79,920.72,275.54
1599.66,-0.26,999.88,476.81,0.99,-0.77,1257.02,5.54,914.62,266.87
1570.27,-0.33,999.86,476.56,1.02,-0.73,1247.53,5.32,916.43,262.73
1505.34,-0.42,999.8,477.96,1.13,-0.69,1192.39,5.88,875.65,253.17
1537.29,-0.41,999.72,478.37,1.01,-0.73,1192.36,5.64,908.35,265.25
1574.91,-0.33,999.66,457.27,1.05,-0.71,1185.35,4.95,897.82,242.03
1635.61,-0.3,999.59,479.63,1.06,-0.73,1304.36,4.88,927.29,257.97
1614.5,-0.25,999.55,504.98,0.96,-0.68,1290.44,5.14,877.24,261.6
1577.75,-0.26,999.54,516.13,1.06,-0.67,1356.63,5.4,883.87,294.84
1589.19,-0.27,999.51,504.14,0.97,-0.7,1314.22,5.35,831.33,291.97
1638.43,-0.31,999.5,498.49,0.72,-0.77,1348.16,5.55,846.23,289.21
1637.28,-0.35,999.59,526.89,0.81,-0.71,1263.6,5.03,883.34,284.65
1589.07,-0.32,999.54,523.72,1.03,-0.57,1255.82,5.92,926.85,264.8
1645.89,-0.23,999.57,498.16,0.93,-0.58,1238.88,5.1,914.79,283.98
1643.08,-0.25,999.53,504.56,0.97,-0.54,1258.33,5.01,899.61,278.75
1592.85,-0.31,999.51,467.38,0.94,-0.49,1272.33,5.31,1002.88,254.6
1591.46,-0.31,999.49,464.97,0.81,-0.46,1275.29,5.69,1056.69,273.43
1598.56,-0.36,999.47,474.93,0.8,-0.47,1276.1,5.7,1022.86,271.26
1562.41,-0.29,999.41,461.47,0.86,-0.41,1271.05,5.33,1001.92,260.42
1478.38,-0.3,999.38,458.32,0.64,-0.37,1288.8,5.64,947.76,266.41
1494.76,-0.27,999.48,440.79,0.75,-0.4,1272.86,4.89,992.95,281.04
1442.04,-0.34,999.46,424.48,0.83,-0.37,1279.95,5.29,1030.6,259.12
1385.03,-0.35,999.42,409.03,0.62,-0.45,1306.95,4.98,1010.56,270.69
1405.01,-0.26,999.5,424.61,0.79,-0.51,1300.68,4.94,1030.27,275.39
1425.39,-0.3,999.57,427.77,0.96,-0.51,1267.57,5.66,1062.37,257.21
1473.02,-0.27,999.56,454.14,0.78,-0.46,1246.09,5.39,1032.03,258.76
1513.17,-0.13,999.61,476.51,0.8,-0.57,1294.97,4.69,1054.98,266.24
1424.36,-0.1,999.58,466.62,1.07,-0.53,1323.68,4.9,1113.36,272.21
1460.54,-0.04,999.72,467.93,0.94,-0.54,1309.91,5.14,1109.33,275.85
1538.12,-0.02,999.74,445.03,0.96,-0.52,1305.15,5.69,1130.86,291.17
1565.64,0.02,999.74,415.56,1.01,-0.62,1377.56,6.13,1074.11,280.08
1634.46,0.06,999.75,425.82,1.04,-0.64,1413.57,5.59,1073.29,282.7
1689.46,-0.05,999.74,445.31,1.1,-0.61,1361.23,5.32,1077.82,290.4
1700.91,-0.09,999.74,468.59,1.07,-0.67,1421.69,4.41,1089.39,288.92
1726.65,-0.08,999.7,482.3,1.07,-0.65,1371.21,4.75,1070.12,285.37
1682.82,-0.22,999.69,492.54,1.17,-0.56,1297.78,4.4,1127.83,276.11
1743.17,-0.24,999.67,488.1,1.07,-0.58,1252.18,4.73,1107.95,283.72
1751.5,-0.15,999.65,489.29,1.1,-0.57,1265.45,5.08,1122.27,284.02
1763.35,-0.1,999.63,477.19,1.06,-0.55,1245.32,5.66,1084.91,286.92
1818.9,-0.12,999.62,477.32,1.1,-0.55,1233.0,5.6,1069.06,282.66
1740.24,-0.13,999.61,441.96,1.0,-0.48,1226.15,5.78,1079.1,279.98
1703.08,-0.03,999.63,473.52,0.92,-0.58,1283.9,6.22,1054.98,258.39
1699.26,-0.04,999.64,481.36,0.95,-0.53,1275.87,6.66,1003.59,291.35
1710.23,-0.11,999.64,496.89,0.99,-0.54,1277.45,6.78,1010.93,275.18
1758.49,-0.19,999.64,499.2,1.17,-0.46,1299.98,6.6,1009.8,276.11
1682.78,-0.24,999.67,495.71,1.12,-0.39,1331.33,6.22,1045.32,248.85
1623.96,-0.24,999.64,501.18,1.1,-0.33,1352.0,5.82,1025.23,262.42
1672.17,-0.22,999.61,471.64,0.99,-0.38,1292.38,5.77,1028.02,259.64
1588.23,-0.14,999.61,502.55,1.04,-0.37,1282.06,5.53,967.24,252.48
1581.72,-0.13,999.62,499.78,1.15,-0.35,1231.75,6.32,937.53,237.69
1592.96,-0.08,999.61,475.05,1.06,-0.39,1177.47,5.86,944.41,245.26
1583.3,-0.1,999.61,436.27,1.01,-0.42,1109.17,4.72,953.35,239.02
1710.88,-0.03,999.55,409.5,1.11,-0.53,1174.06,4.37,978.47,255.03
1642.11,-0.14,999.57,376.71,1.12,-0.43,1203.44,3.89,966.4,265.84
1545.19,-0.11,999.56,412.27,1.12,-0.49,1231.91,2.66,938.7,263.98
1552.76,-0.12,999.38,393.67,1.05,-0.48,1210.25,3.71,955.29,264.91
1493.57,-0.22,999.24,418.84,1.15,-0.51,1177.12,3.93,966.56,252.62
1524.79,-0.18,999.23,441.83,1.12,-0.57,1169.91,3.74,1011.7,261.71
1549.44,-0.2,999.22,405.46,1.31,-0.61,1222.18,3.85,985.2,283.4
1507.53,-0.16,999.25,382.25,1.26,-0.56,1341.92,4.49,936.42,266.19
1504.22,-0.1,999.21,407.06,1.23,-0.58,1391.83,5.65,962.99,268.2
1481.6,-0.09,999.14,401.41,1.24,-0.55,1383.49,5.08,968.63,268.02
1515.39,-0.05,999.12,425.01,1.18,-0.45,1351.01,5.44,910.57,263.46
1565.87,-0.01,999.13,388.97,1.32,-0.51,1304.25,5.51,957.52,235.36
1587.53,-0.03,999.17,411.65,1.2,-0.52,1259.93,5.45,983.81,250.91
1595.52,-0.02,999.18,404.51,1.13,-0.51,1317.62,5.77,1000.41,236.94
1606.62,-0.09,999.19,434.78,1.21,-0.46,1263.51,4.94,957.41,238.88
1568.51,-0.05,999.17,445.72,1.03,-0.52,1291.26,5.36,988.88,221.62
1593.17,-0.11,999.2,478.12,1.11,-0.54,1242.9,5.38,998.63,248.41
1558.06,-0.13,999.21,497.22,1.18,-0.51,1207.65,4.91,976.14,259.07
1550.25,-0.11,999.2,491.48,1.05,-0.44,1260.37,5.91,1019.06,268.38
1522.76,-0.14,999.18,514.9,1.09,-0.38,1229.48,5.52,1009.95,267.33
1501.95,-0.26,999.17,497.68,1.14,-0.41,1241.81,5.51,985.75,278.79
1538.77,-0.23,999.14,522.09,1.16,-0.4,1253.62,5.26,971.59,290.0
1487.37,-0.22,999.12,504.12,1.28,-0.39,1287.45,5.38,989.08,278.57
1514.2,-0.24,999.11,497.22,1.1,-0.41,1324.12,5.0,1020.21,283.61
1495.96,-0.18,999.11,489.82,1.06,-0.42,1346.89,4.33,1038.75,289.0
1451.32,-0.07,999.08,484.08,0.98,-0.29,1456.72,5.0,1048.55,271.32
1523.41,-0.02,999.05,451.0,0.79,-0.36,1431.56,5.46,1009.32,259.09
1509.68,0.01,999.13,457.03,0.86,-0.4,1424.04,4.98,997.8,258.0
1637.64,0.01,999.14,477.74,0.9,-0.38,1398.61,5.59,1033.91,260.78
1759.41,0.05,999.14,459.75,0.83,-0.39,1394.73,5.58,1038.83,264.94
1763.25,0.0,999.16,452.15,0.89,-0.46,1340.32,4.49,1051.12,269.12
1735.22,0.0,999.11,490.3,0.82,-0.42,1355.85,5.16,1038.97,280.58
1761.01,0.06,999.1,513.16,0.8,-0.38,1386.73,5.37,1039.05,303.87
1735.59,-0.0,999.1,515.37,0.88,-0.36,1437.07,5.56,1041.69,312.74
1695.21,-0.05,999.12,531.08,0.98,-0.31,1424.72,5.83,1031.34,294.17
1656.8,-0.08,999.14,513.79,1.09,-0.23,1395.71,5.84,995.46,306.18
1681.31,-0.12,999.16,526.55,1.11,-0.25,1376.53,5.78,930.93,318.3
1685.89,-0.19,999.16,473.06,1.12,-0.25,1422.79,5.72,969.93,326.46
1752.0,-0.17,999.16,451.92,1.05,-0.25,1390.79,5.63,936.96,308.07
1667.54,-0.21,999.16,453.16,1.18,-0.36,1388.35,6.06,931.65,287.24
1650.54,-0.12,999.16,461.66,1.12,-0.4,1321.1,5.35,976.25,294.22
1686.18,-0.08,999.14,426.88,1.04,-0.32,1302.38,6.1,974.35,294.44
1747.36,-0.02,999.13,393.42,0.89,-0.37,1320.75,6.05,1011.05,281.49
1706.46,0.02,999.18,428.74,0.88,-0.31,1332.62,5.18,967.76,289.41
1713.91,-0.0,999.16,445.16,0.82,-0.34,1342.86,5.83,990.73,271.84
1703.63,0.04,999.16,479.41,0.97,-0.3,1264.5,5.65,994.82,272.68
1697.95,0.04,999.2,495.67,0.87,-0.29,1222.05,5.85,1059.15,279.83
1595.08,0.01,999.22,485.86,0.92,-0.29,1200.09,5.78,1063.77,249.84
1556.89,-0.04,999.24,499.47,0.96,-0.35,1126.82,6.23,1045.12,241.16
1537.06,-0.11,999.23,512.46,0.97,-0.33,1140.44,6.63,1105.46,245.86
1582.5,-0.09,999.23,495.04,1.01,-0.24,1193.74,7.27,1127.34,260.44
1623.69,-0.01,999.22,519.75,1.12,-0.24,1222.76,6.83,1109.21,262.5
1600.59,-0.11,999.23,511.74,1.04,-0.26,1189.58,8.16,1084.99,265.34
1508.0,-0.07,999.2,474.03,1.08,-0.29,1247.32,7.26,1092.69,269.67
1550.02,-0.13,999.19,451.42,0.95,-0.32,1237.06,7.34,1079.31,293.98
1585.16,-0.14,999.22,444.26,0.81,-0.38,1251.38,7.36,1075.8,294.94
1592.14,-0.17,999.26,460.59,0.92,-0.47,1240.04,7.64,1074.28,307.41
1600.75,-0.17,999.27,443.12,0.87,-0.37,1197.18,7.68,1053.94,302.33
1566.46,-0.17,999.27,439.12,0.89,-0.36,1219.23,7.5,1029.61,315.83
1537.09,-0.19,999.25,454.58,0.94,-0.33,1257.45,7.1,1040.33,295.58
1511.7,-0.05,999.24,437.82,0.88,-0.42,1315.95,6.16,1050.57,298.43
1493.36,-0.08,999.22,474.12,0.8,-0.4,1301.92,6.36,1045.72,319.59
1555.54,-0.08,999.24,505.98,0.88,-0.35,1307.4,6.1,1123.7,298.32
1463.85,-0.14,999.27,492.77,0.97,-0.37,1319.19,6.63,1117.7,303.04
1427.61,-0.06,999.27,482.96,1.21,-0.29,1379.9,5.56,1130.59,290.08
1509.95,-0.08,999.31,447.53,1.16,-0.38,1395.53,5.41,1142.04,276.54
1500.51,-0.14,999.32,427.58,1.36,-0.34,1373.46,6.53,1159.55,265.01
1570.83,-0.16,999.31,428.45,1.27,-0.33,1349.62,6.64,1151.97,282.37
1566.99,-0.27,999.31,453.12,1.18,-0.26,1402.51,6.49,1152.07,303.34
1583.33,-0.17,999.28,428.99,1.11,-0.22,1421.88,6.22,1112.07,301.01
1597.06,-0.09,999.28,422.91,0.98,-0.21,1380.9,6.95,1119.45,295.64
1639.24,-0.09,999.28,431.46,0.95,-0.34,1403.91,6.2,1141.45,296.72
1657.89,-0.14,999.26,496.44,0.9,-0.2,1376.13,6.35,1104.33,285.17
1707.86,-0.18,999.29,465.11,0.84,-0.25,1388.93,6.25,1082.57,292.86
1713.9,-0.15,999.29,460.5,0.84,-0.24,1429.24,6.04,1018.87,282.59
1703.02,-0.17,999.28,464.18,0.98,-0.31,1402.16,5.69,977.42,286.14
1672.45,-0.21,999.31,480.58,0.93,-0.33,1415.98,5.13,998.22,267.32
1597.78,-0.22,999.28,497.09,0.94,-0.35,1413.8,5.28,1032.63,279.23
1602.22,-0.3,999.26,493.79,1.06,-0.34,1386.38,5.09,1020.31,283.26
1569.89,-0.22,999.24,497.0,1.0,-0.32,1376.9,5.25,997.71,265.41
1493.92,-0.26,999.22,508.44,1.03,-0.33,1312.43,5.6,970.27,268.2
1510.5,-0.27,999.19,500.24,1.13,-0.4,1338.06,5.98,949.93,249.7
1451.99,-0.27,999.16,492.21,1.16,-0.3,1272.12,6.28,960.49,252.18
1459.28,-0.21,999.12,503.37,1.24,-0.32,1184.33,5.65,958.63,262.18
1528.31,-0.17,999.09,491.22,1.18,-0.38,1192.56,4.86,1021.11,264.02
1470.14,-0.12,999.06,518.72,1.19,-0.33,1250.96,5.68,1007.71,287.22
1522.05,-0.13,999.02,508.21,1.12,-0.34,1196.35,4.55,1035.53,279.03
1523.43,-0.08,998.96,540.75,1.27,-0.32,1117.16,4.5,1018.29,268.6
1587.18,-0.12,998.98,472.53,1.38,-0.43,1128.94,5.1,967.54,268.23
1545.17,-0.12,999.0,466.8,1.35,-0.3,1127.63,5.18,973.12,278.68
1471.04,-0.08,999.0,473.66,1.44,-0.31,1150.1,5.2,967.23,288.22
1461.79,-0.13,999.01,467.52,1.26,-0.35,1190.98,5.34,982.6,312.61
1532.55,-0.09,999.02,456.99,1.34,-0.34,1139.91,5.76,979.28,314.79
1510.37,-0.23,999.02,434.3,1.41,-0.3,1104.64,5.91,965.35,298.43
1637.97,-0.12,999.0,455.88,1.3,-0.38,1158.95,5.68,949.2,287.43
1568.43,-0.11,999.02,449.55,1.38,-0.34,1151.49,5.94,983.4,271.85
1612.49,-0.11,999.02,442.94,1.48,-0.41,1102.34,4.89,940.82,252.43
1591.06,-0.11,998.98,429.63,1.54,-0.38,1196.16,4.96,979.03,244.46
1646.21,-0.13,998.97,428.78,1.47,-0.36,1163.87,4.55,1023.13,278.57
1762.71,-0.13,998.96,448.67,1.31,-0.31,1161.97,4.86,1004.64,278.07
1694.64,-0.23,998.98,435.5,1.25,-0.37,1192.02,5.15,1047.97,279.56
1699.93,-0.27,998.96,445.08,1.13,-0.44,1196.31,5.51,1058.67,274.72
1641.33,-0.15,998.93,446.08,1.11,-0.52,1220.89,5.84,1079.89,270.46
1661.19,-0.14,998.92,434.37,1.03,-0.54,1291.79,6.04,1083.24,277.97
1679.88,-0.15,998.92,442.35,1.04,-0.53,1385.38,6.22,1037.43,284.06
1643.85,-0.13,998.9,418.8,1.05,-0.47,1361.86,6.32,1071.56,304.45
1634.68,-0.1,998.9,424.71,1.07,-0.4,1361.35,5.7,1073.79,282.37
1640.9,-0.11,998.88,404.88,1.06,-0.48,1310.66,6.61,1042.6,271.81
1670.4,-0.1,998.85,397.08,0.96,-0.45,1379.09,6.75,1064.79,288.31
1623.86,-0.01,998.86,411.4,1.09,-0.45,1391.58,6.54,1027.27,271.32
1608.85,0.02,998.89,418.67,0.92,-0.42,1387.78,6.67,1069.28,261.36
1494.81,0.05,998.95,467.99,0.98,-0.38,1367.07,5.88,1073.6,258.86
1548.81,0.01,998.96,447.34,1.04,-0.39,1347.18,5.9,1083.26,262.67
1621.07,0.01,998.97,439.33,1.01,-0.34,1330.68,5.68,1067.63,276.75
1680.14,0.02,998.98,439.07,1.14,-0.31,1315.05,5.58,1091.52,263.73
1650.02,0.02,999.01,440.52,1.02,-0.3,1244.13,5.62,1106.69,278.28
1663.44,0.04,999.03,435.78,1.14,-0.29,1256.94,5.1,1120.83,287.23
1761.8,0.09,999.03,471.71,1.15,-0.28,1216.46,5.8,1059.33,312.32
1713.08,0.12,999.03,476.69,1.08,-0.32,1247.34,5.43,1089.14,299.52
1655.1,0.12,999.02,477.96,1.16,-0.27,1262.14,6.74,1058.68,307.84
1609.69,0.1,998.97,449.14,1.1,-0.28,1300.84,6.82,1015.75,288.12
1474.09,0.05,998.97,447.68,1.09,-0.33,1245.74,6.3,1055.98,281.92
1458.48,0.1,998.98,447.55,1.16,-0.36,1229.1,6.74,1006.7,296.27
1475.42,0.08,998.98,447.92,1.13,-0.41,1242.36,6.54,1022.62,299.07
1442.81,0.09,998.98,447.57,1.1,-0.3,1216.79,6.46,1047.69,278.25
1463.05,0.08,998.98,485.42,1.26,-0.35,1236.35,7.16,988.58,268.47
1487.07,0.06,999.01,469.25,1.17,-0.32,1218.27,7.23,1021.05,272.16
1431.85,0.1,999.02,471.6,1.23,-0.3,1213.74,6.73,1026.27,271.61
1401.68,0.04,999.02,497.36,1.05,-0.35,1171.06,6.83,1019.66,272.76
1432.59,0.08,999.06,482.87,1.22,-0.29,1217.04,6.05,992.45,263.04
1430.82,0.04,999.07,543.36,1.28,-0.28,1178.98,6.31,1030.15,281.38
1574.63,-0.01,999.1,496.43,1.04,-0.42,1212.57,5.36,1022.11,274.56
1567.39,-0.06,999.16,488.79,1.21,-0.47,1274.08,4.78,1004.2,260.5
1542.64,-0.1,999.18,498.29,1.21,-0.49,1205.81,4.89,950.81,265.83
1517.69,-0.11,999.17,494.17,1.47,-0.49,1242.11,5.25,961.61,268.6
1547.7,-0.13,999.22,495.48,1.4,-0.44,1258.58,5.05,923.55,268.97
1589.15,-0.16,999.22,478.46,1.35,-0.37,1336.26,4.65,921.23,272.18
1587.67,-0.13,999.2,474.8,1.26,-0.44,1383.13,5.51,965.08,250.62
1585.2,-0.1,999.16,482.81,1.12,-0.38,1457.21,5.44,990.99,266.57
1597.81,-0.06,999.18,479.6,1.22,-0.32,1429.75,5.33,980.81,265.7
1563.18,-0.05,999.19,472.98,1.26,-0.37,1403.24,5.36,976.03,285.49
1579.07,-0.1,999.19,485.56,1.41,-0.47,1387.03,5.31,964.63,257.62
1574.51,-0.03,999.21,466.13,1.37,-0.46,1333.54,5.46,1026.57,264.2
1687.66,-0.07,999.21,493.78,1.16,-0.48,1334.99,5.5,1051.05,264.48
1598.35,-0.18,999.27,496.48,1.23,-0.53,1268.4,5.53,1036.43,253.26
1499.23,-0.16,999.27,509.04,1.2,-0.48,1301.82,5.86,1077.38,238.77
1518.6,-0.1,999.26,521.26,1.31,-0.52,1326.64,5.02,1090.26,244.53
1431.39,-0.11,999.24,509.37,1.32,-0.54,1382.03,5.61,1060.31,247.54
1459.0,-0.18,999.22,518.36,1.32,-0.56,1350.16,6.32,995.49,244.2
1460.6,-0.23,999.2,538.23,1.36,-0.55,1347.94,5.54,1005.03,240.13
1489.67,-0.24,999.15,537.3,1.46,-0.49,1414.87,5.14,977.71,259.37
1528.56,-0.25,999.12,569.29,1.56,-0.47,1424.5,6.39,928.81,243.45
1545.92,-0.23,999.05,546.99,1.68,-0.4,1391.62,6.89,879.17,251.94
1509.11,-0.18,999.03,563.29,1.73,-0.33,1375.27,6.4,857.85,264.07
1452.93,-0.09,999.01,557.04,1.61,-0.22,1366.27,5.71,862.03,265.59
1390.72,-0.06,999.0,523.35,1.61,-0.22,1425.65,6.0,813.08,267.88
1418.83,-0.08,999.01,494.99,1.48,-0.21,1413.14,6.25,870.67,268.86
1507.92,-0.1,999.03,503.26,1.62,-0.27,1454.47,6.05,902.53,262.15
1496.83,-0.13,999.04,522.84,1.63,-0.26,1400.24,6.42,959.4,264.21
1346.73,-0.14,999.04,526.13,1.48,-0.28,1461.4,6.09,952.62,279.72
1353.73,-0.14,999.06,509.45,1.45,-0.32,1385.23,6.22,945.75,271.39
1296.86,-0.17,999.05,488.9,1.45,-0.37,1411.79,5.62,945.89,258.54
1422.65,-0.04,999.02,477.09,1.26,-0.34,1413.76,5.02,998.37,257.51
1429.96,0.03,999.06,510.76,1.06,-0.27,1378.27,5.79,936.22,264.69
1452.32,-0.02,999.1,503.27,0.89,-0.24,1366.13,5.75,956.68,282.6
1416.66,0.03,999.15,545.47,1.02,-0.33,1412.72,5.74,935.62,293.07
1511.27,0.08,999.19,508.25,1.1,-0.42,1379.94,5.49,945.49,269.32
1469.39,0.05,999.21,518.61,0.99,-0.45,1391.17,5.35,907.68,278.07
1519.19,-0.02,999.23,513.8,1.25,-0.53,1384.87,4.67,908.33,281.91
1544.5,-0.02,999.29,484.39,1.1,-0.41,1344.19,4.5,859.05,266.75
1534.76,-0.01,999.33,517.55,0.99,-0.36,1355.43,4.98,810.09,254.14
1534.12,0.02,999.35,492.9,1.09,-0.28,1361.06,4.88,866.82,255.48
1420.81,-0.07,999.38,481.11,1.04,-0.27,1381.11,4.82,852.07,276.01
1376.5,-0.06,999.39,486.57,1.1,-0.27,1318.82,4.71,881.78,260.38
1407.82,-0.09,999.39,443.95,0.98,-0.31,1306.41,4.35,903.39,262.49
1381.28,-0.04,999.42,476.28,0.86,-0.29,1199.53,3.88,948.27,258.67
